Software,cluster_id_v1,cluster_label_v1,is_noise_like_v1,clustering_method_v1,normalized_name_v2,cluster_id_v2,cluster_label_v2,cluster_size_v2,is_noise_like_v2,clustering_method_v2,cluster_confidence_v2,review_recommended_v2,normalized_name_v3,cluster_id_v3,cluster_label_v3,cluster_size_v3,is_noise_like_v3,clustering_method_v3,cluster_confidence_v3,review_recommended_v3
Microsoft SQL Server Database Publishing Wizard,C0141,Microsoft SQL Server Database Publishing Wizard,false,exact_normalized,microsoft sql server database publishing wizard,C0141,Microsoft SQL Server Database Publishing Wizard,2,false,v1_exact_preserved,1.00,false,microsoft sql server database publishing wizard,C0141,Microsoft SQL Server Database Publishing Wizard,2,false,v2_preserved,1.00,false
Microsoft SQL Server Database Publishing Wizard 1.4,C0141,Microsoft SQL Server Database Publishing Wizard,false,exact_normalized,microsoft sql server database publishing wizard,C0141,Microsoft SQL Server Database Publishing Wizard,2,false,v1_exact_preserved,1.00,false,microsoft sql server database publishing wizard,C0141,Microsoft SQL Server Database Publishing Wizard,2,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 16.5.3,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 17.9.1,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 18.10,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 18.12.1,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 18.5,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 18.8,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 18.9.1,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 19.0.1,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 19.0.2,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Management Studio - 20.2.1,C0020,Microsoft SQL Server Management Studio,false,exact_normalized,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v1_exact_preserved,1.00,false,microsoft sql server management studio,C0020,Microsoft SQL Server Management Studio,11,false,v2_preserved,1.00,false
Microsoft SQL Server Native Client,C0055,Microsoft SQL Server Native Client,false,exact_normalized,microsoft sql server native client,C0055,Microsoft SQL Server Native Client,4,false,v1_exact_preserved,1.00,false,microsoft sql server native client,C0055,Microsoft SQL Server Native Client,4,false,v2_preserved,1.00,false
Microsoft SQL Server System CLR Types,C0145,Microsoft SQL Server System Clr Types,false,exact_normalized,microsoft sql server system clr types,C0145,Microsoft SQL Server System Clr Types,2,false,v1_exact_preserved,1.00,false,microsoft sql server system clr types,C0145,Microsoft SQL Server System Clr Types,2,false,v2_preserved,1.00,false
Microsoft SQL Server System CLR Types (x64),C0145,Microsoft SQL Server System Clr Types,false,exact_normalized,microsoft sql server system clr types,C0145,Microsoft SQL Server System Clr Types,2,false,v1_exact_preserved,1.00,false,microsoft sql server system clr types,C0145,Microsoft SQL Server System Clr Types,2,false,v2_preserved,1.00,false
Microsoft SQL Server VSS Writer,N0473,Microsoft SQL Server Vss Writer,true,singleton_noise_like,microsoft sql server vss writer,C0200,Microsoft SQL Server,12,false,family_pattern,0.85,true,microsoft sql server vss writer,C0010,Microsoft SQL Server,34,false,v2_preserved,0.85,true
Microsoft SQL Server VSS 编写器,N0474,microsoft sql server vss 编写器,true,singleton_noise_like,microsoft sql server vss 编写器,C0200,Microsoft SQL Server,12,false,family_pattern,0.85,true,microsoft sql server vss 编写器,C0010,Microsoft SQL Server,34,false,v2_preserved,0.85,true
Microsoft SQL Server 安装程序支持文件(英语),C0148,microsoft sql server 安装程序支持文件,false,conservative_fuzzy_merge,microsoft sql server 安装程序支持文件 英语,C0148,microsoft sql server 安装程序支持文件,2,false,v1_exact_preserved,1.00,false,microsoft sql server 安装程序支持文件 英语,C0148,microsoft sql server 安装程序支持文件,2,false,v2_preserved,1.00,false
Microsoft Support and Recovery Assistant,N0476,Microsoft Support And Recovery Assistant,true,singleton_noise_like,microsoft support and recovery assistant,N0376,Microsoft Support and Recovery Assistant,1,true,singleton_noise_like,0.00,true,microsoft support and recovery assistant,N0320,Microsoft Support and Recovery Assistant,1,true,singleton_noise_like,0.00,true
Microsoft Sync Framework Runtime v1.0 (x64),C0149,Microsoft Sync Framework Runtime,false,conservative_fuzzy_merge,microsoft sync framework runtime,C0149,Microsoft Sync Framework Runtime,2,false,v1_exact_preserved,1.00,false,microsoft sync framework runtime,C0149,Microsoft Sync Framework Runtime,2,false,v2_preserved,1.00,false
Microsoft Sync Framework Runtime v1.0 SP1 (x64) zh-CHS,C0149,Microsoft Sync Framework Runtime,false,conservative_fuzzy_merge,microsoft sync framework runtime sp1 zh,C0149,Microsoft Sync Framework Runtime,2,false,v1_exact_preserved,1.00,false,microsoft sync framework runtime sp1 zh,C0149,Microsoft Sync Framework Runtime,2,false,v2_preserved,1.00,false
Microsoft Sync Framework SDK v1.0 SP1 zh-CHS,N0477,Microsoft Sync Framework SDK Sp1 Zh,true,singleton_noise_like,microsoft sync framework sdk zh,C0256,Microsoft Sync Framework,2,false,family_pattern,0.85,true,microsoft sync framework sdk zh,C0256,Microsoft Sync Framework,2,false,v2_preserved,0.85,true
Microsoft Sync Framework Services v1.0 SP1 (x64) zh-CHS,N0478,Microsoft Sync Framework Services Sp1 Zh,true,singleton_noise_like,microsoft sync framework services zh,C0256,Microsoft Sync Framework,2,false,family_pattern,0.85,true,microsoft sync framework services zh,C0256,Microsoft Sync Framework,2,false,v2_preserved,0.85,true
Microsoft Sync Services for ADO.NET v2.0 (x64),C0150,Microsoft Sync Services For Ado.net,false,conservative_fuzzy_merge,microsoft sync services for ado.net,C0150,Microsoft Sync Services For Ado.net,2,false,v1_exact_preserved,1.00,false,microsoft sync services for ado.net,C0150,Microsoft Sync Services For Ado.net,2,false,v2_preserved,1.00,false
Microsoft Sync Services for ADO.NET v2.0 SP1 (x64) zh-CHS,C0150,Microsoft Sync Services For Ado.net,false,conservative_fuzzy_merge,microsoft sync services for ado.net sp1 zh,C0150,Microsoft Sync Services For Ado.net,2,false,v1_exact_preserved,1.00,false,microsoft sync services for ado.net sp1 zh,C0150,Microsoft Sync Services For Ado.net,2,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2012,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2012 (x64),C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2014,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2016,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2017,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2019,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server 2019 CTP2.2,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server ctp2.2,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server ctp2.2,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft System CLR Types for SQL Server vNext CTP1.6,C0029,Microsoft System Clr Types For SQL Server,false,conservative_fuzzy_merge,microsoft system clr types for sql server vnext ctp1.6,C0029,Microsoft System Clr Types For SQL Server,8,false,v1_exact_preserved,1.00,false,microsoft system clr types for sql server vnext ctp1.6,C0029,Microsoft System Clr Types For SQL Server,8,false,v2_preserved,1.00,false
Microsoft Team Foundation Server 2010 对象模型 - 简体中文,N0479,microsoft team foundation server 对象模型,true,singleton_noise_like,microsoft team foundation server 2010 对象模型,N0377,Microsoft Team Foundation Server 2010 对象模型 - 简体中文,1,true,singleton_noise_like,0.00,true,microsoft team foundation server 2010 对象模型,N0321,Microsoft Team Foundation Server 2010 对象模型 - 简体中文,1,true,singleton_noise_like,0.00,true
Microsoft Teams,N0480,Microsoft Teams,true,singleton_noise_like,microsoft teams,C0214,Microsoft Teams,4,false,family_pattern,0.85,true,microsoft teams,C0214,Microsoft Teams,4,false,v2_preserved,0.85,true
Microsoft Teams classic,N0481,Microsoft Teams Classic,true,singleton_noise_like,microsoft teams classic,C0214,Microsoft Teams,4,false,family_pattern,0.85,true,microsoft teams classic,C0214,Microsoft Teams,4,false,v2_preserved,0.85,true
Microsoft Teams Meeting Add-in for Microsoft Office,N0482,Microsoft Teams Meeting Add In For Microsoft Office,true,singleton_noise_like,microsoft teams meeting add in for microsoft office,C0214,Microsoft Teams,4,false,family_pattern,0.85,true,microsoft teams meeting add in for microsoft office,C0214,Microsoft Teams,4,false,v2_preserved,0.85,true
Microsoft Teams Network Assessment Tool,N0483,Microsoft Teams Network Assessment Tool,true,singleton_noise_like,microsoft teams network assessment tool,C0214,Microsoft Teams,4,false,family_pattern,0.85,true,microsoft teams network assessment tool,C0214,Microsoft Teams,4,false,v2_preserved,0.85,true
Microsoft Update Health Tools,N0484,Microsoft Update Health Tools,true,singleton_noise_like,microsoft update health tools,N0378,Microsoft Update Health Tools,1,true,singleton_noise_like,0.00,true,microsoft update health tools,N0322,Microsoft Update Health Tools,1,true,singleton_noise_like,0.00,true
Microsoft Virtual PC 2007,N0485,Microsoft Virtual Pc,true,singleton_noise_like,microsoft virtual pc 2007,N0379,Microsoft Virtual PC 2007,1,true,singleton_noise_like,0.00,true,microsoft virtual pc 2007,N0323,Microsoft Virtual PC 2007,1,true,singleton_noise_like,0.00,true
Microsoft Visio - zh-cn,C0043,microsoft visio 专业版,false,conservative_fuzzy_merge,microsoft visio,C0043,microsoft visio 专业版,5,false,v1_exact_preserved,1.00,false,microsoft visio,C0043,microsoft visio 专业版,5,false,v2_preserved,1.00,false
Microsoft Visio LTSC Professional 2021 - en-us,N0486,Microsoft Visio Ltsc Professional,true,singleton_noise_like,microsoft visio ltsc professional 2021 en us,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio ltsc professional 2021 en us,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio LTSC Standard 2021 - en-us,N0487,Microsoft Visio Ltsc Standard,true,singleton_noise_like,microsoft visio ltsc standard 2021 en us,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio ltsc standard 2021 en us,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio LTSC 专业版 2021 - zh-cn.proof,N0488,microsoft visio ltsc 专业版 proof,true,singleton_noise_like,microsoft visio ltsc 专业版 2021 zh cn.proof,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio ltsc 专业版 2021 zh cn.proof,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio LTSC 專業版 2021 - zh-tw.proof,N0489,microsoft visio ltsc 專業版 proof,true,singleton_noise_like,microsoft visio ltsc 專業版 2021 zh tw.proof,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio ltsc 專業版 2021 zh tw.proof,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio LTSC 标准版 2021 - zh-cn,C0151,microsoft visio ltsc 标准版,false,conservative_fuzzy_merge,microsoft visio ltsc 标准版,C0151,microsoft visio ltsc 标准版,2,false,v1_exact_preserved,1.00,false,microsoft visio ltsc 标准版,C0151,microsoft visio ltsc 标准版,2,false,v2_preserved,1.00,false
Microsoft Visio LTSC 标准版 2021 - zh-cn.proof,C0151,microsoft visio ltsc 标准版,false,conservative_fuzzy_merge,microsoft visio ltsc 标准版 proof,C0151,microsoft visio ltsc 标准版,2,false,v1_exact_preserved,1.00,false,microsoft visio ltsc 标准版 proof,C0151,microsoft visio ltsc 标准版,2,false,v2_preserved,1.00,false
Microsoft Visio Professional 2013,N0490,Microsoft Visio Professional,true,singleton_noise_like,microsoft visio professional 2013,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio professional 2013,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio Standard 2019 - zh-cn,N0491,Microsoft Visio Standard,true,singleton_noise_like,microsoft visio standard 2019 zh cn,C0205,Microsoft Visio,6,false,family_pattern,0.85,true,microsoft visio standard 2019 zh cn,C0205,Microsoft Visio,6,false,v2_preserved,0.85,true
Microsoft Visio Viewer 2010,C0077,Microsoft Visio Viewer,false,exact_normalized,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v1_exact_preserved,1.00,false,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v2_preserved,1.00,false
Microsoft Visio Viewer 2013,C0077,Microsoft Visio Viewer,false,exact_normalized,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v1_exact_preserved,1.00,false,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v2_preserved,1.00,false
Microsoft Visio Viewer 2016,C0077,Microsoft Visio Viewer,false,exact_normalized,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v1_exact_preserved,1.00,false,microsoft visio viewer,C0077,Microsoft Visio Viewer,3,false,v2_preserved,1.00,false
Microsoft Visio 专业版 2016,C0043,microsoft visio 专业版,false,conservative_fuzzy_merge,microsoft visio 专业版,C0043,microsoft visio 专业版,5,false,v1_exact_preserved,1.00,false,microsoft visio 专业版,C0043,microsoft visio 专业版,5,false,v2_preserved,1.00,false
Microsoft Visio 专业版 2019 - zh-cn,C0043,microsoft visio 专业版,false,conservative_fuzzy_merge,microsoft visio 专业版,C0043,microsoft visio 专业版,5,false,v1_exact_preserved,1.00,false,microsoft visio 专业版,C0043,microsoft visio 专业版,5,false,v2_preserved,1.00,false
Microsoft Visio 标准版 2016,C0043,microsoft visio 专业版,false,conservative_fuzzy_merge,microsoft visio 标准版,C0043,microsoft visio 专业版,5,false,v1_exact_preserved,1.00,false,microsoft visio 标准版,C0043,microsoft visio 专业版,5,false,v2_preserved,1.00,false
Microsoft Visio 标准版 2016 - zh-cn,C0043,microsoft visio 专业版,false,conservative_fuzzy_merge,microsoft visio 标准版,C0043,microsoft visio 专业版,5,false,v1_exact_preserved,1.00,false,microsoft visio 标准版,C0043,microsoft visio 专业版,5,false,v2_preserved,1.00,false
Microsoft Visual Basic/C++ Runtime (x86),N0492,Microsoft Visual Basic C++ Runtime,true,singleton_noise_like,microsoft visual basic c++ runtime,N0380,Microsoft Visual Basic/C++ Runtime (x86),1,true,singleton_noise_like,0.00,true,microsoft visual basic c++ runtime,N0324,Microsoft Visual Basic/C++ Runtime (x86),1,true,singleton_noise_like,0.00,true
Microsoft Visual C++ 2005 Redistributable,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2005 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2008 Redistributable - x64,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2008 Redistributable - x86,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2010  x64 Designtime,N0495,Microsoft Visual C++ Designtime,true,singleton_noise_like,microsoft visual c++ 2010 designtime,N0381,Microsoft Visual C++ 2010  x64 Designtime,1,true,singleton_noise_like,0.00,true,microsoft visual c++ 2010 designtime,N0325,Microsoft Visual C++ 2010  x64 Designtime,1,true,singleton_noise_like,0.00,true
Microsoft Visual C++ 2010  x64 Redistributable,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2010  x64 Runtime,C0152,Microsoft Visual C++ Runtime,false,exact_normalized,microsoft visual c++ runtime,C0152,Microsoft Visual C++ Runtime,2,false,v1_exact_preserved,1.00,false,microsoft visual c++ runtime,C0152,Microsoft Visual C++ Runtime,2,false,v2_preserved,1.00,false
Microsoft Visual C++ 2010  x86 Redistributable,C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2010  x86 Runtime,C0152,Microsoft Visual C++ Runtime,false,exact_normalized,microsoft visual c++ runtime,C0152,Microsoft Visual C++ Runtime,2,false,v1_exact_preserved,1.00,false,microsoft visual c++ runtime,C0152,Microsoft Visual C++ Runtime,2,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 x64 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 x64 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 x86 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2012 x86 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 Preview Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 Preview Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 x64 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 x64 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 x86 Additional Runtime,C0035,Microsoft Visual C++ Additional Runtime,false,exact_normalized,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ additional runtime,C0035,Microsoft Visual C++ Additional Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2013 x86 Minimum Runtime,C0036,Microsoft Visual C++ Minimum Runtime,false,exact_normalized,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v1_exact_preserved,1.00,false,microsoft visual c++ minimum runtime,C0036,Microsoft Visual C++ Minimum Runtime,6,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015 RC Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ rc redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ rc redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015 RC Redistributable (x86),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ rc redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ rc redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
Microsoft Visual C++ 2015 Redistributable (x64),C0008,Microsoft Visual C++ Redistributable,false,conservative_fuzzy_merge,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v1_exact_preserved,1.00,false,microsoft visual c++ redistributable,C0008,Microsoft Visual C++ Redistributable,25,false,v2_preserved,1.00,false
